Employee ID,Full Legal Name,Business Unit,Job Title,Risk Score (%),Status,Leave Status,Leave Type,Termination Reason,Compa-Ratio,Last Promotion Years Ago,MUD ID,Email - Work,Position ID,Position,Effective Date for Current Position,Years in Current Position,Business Title,Worker Type,Employee\ CW Type,Is International Assignee,Scheduled Weekly Hours,Default Weekly Hours,FTE %,Work Shift,Company Code,Company,Location,Sub-function,Supervisory Organization,Supervisory Org ID,Region,Cost Center - ID,Cost Center - Name,Cost Center Hierarchy,Job Category,Job Family Group,Job Family,Job Profile,Job Code,End Employment Date,Company Service Date,Original Hire Date,Hire Date,Is Rehire,Continuous Service Date,Years - Continuous Service Date,Months - Continuous Service Date,Contract Start Date,Start Date (Remotely),Date of Move,Clawback End Date,Assignment End Date,Mobility Support Type,Manager's MUD ID,Manager's Employee ID,Worker's Manager,Manager's Business Title,Manager's Supervisory Organisation,Manager's Email,Manager's Country,Manager's Location,Date of Birth,Age,Country of Birth,City of Birth,Home Phones,Payroll ID,Legacy ID,Pay Group,Levels from Top of Organisation (CEO=2),CEO,CEO Business Title,CET,CET Business Title,CET-1,CET-1 Business Title,CET-2,CET-2 Business Title,CET-3,CET-3 Business Title,CET-4,CET-4 Business Title,CET-5,CET-5 Business Title,CET-6,CET-6 Business Title,Management Levels (Benefit Jobs),Car Allowance,Sports Allowance,Transportation Allowance,Country,Gender,Base Salary,Is Manager,Number of Direct Reports,Attrition_Risk,Tenure_Years,Grade,Midpoint
10261,Fazul Çamurcuoğlu,Sales,Sales Representative,51.27,Active,On Leave,Sick Leave,,104.53583333333334,1.3,MUD10261,fazul.çamurcuoğlu@beko.com,POS-515,sales representative,2020-03-08,4.5,sales representative,Contingent Worker,Regular,False,40.0,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-162,EMEA,7998,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-71,,2020-01-30,2020-01-30,2020-01-30,False,2020-01-30,3.9,92,2020-01-30,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2007-01-13,19,USA,New Enfesfort,288 3 636,PAY-10261,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1178,1802,UK,Male,125443,False,0,0,6.505133470225872,9,120000.0
10265,Ismık Akça,Sales,Sales Representative,32.41,Active,On Leave,Sick Leave,,101.63916666666665,1.4,MUD10265,ismık.akça@beko.com,POS-576,sales representative,2019-04-01,3.2,sales representative,Contingent Worker,Regular,False,40.0,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-119,EMEA,8107,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-51,,2018-09-22,2018-09-22,2018-09-22,False,2018-09-22,7.9,11,2018-09-22,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2006-01-27,20,Turkey,Kısakürekport,+90(838)5805014,PAY-10265,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,696,1463,Turkey,Female,121967,False,0,0,7.860369609856263,9,120000.0
10294,Koşukhan Türk,Sales,Sales Representative,32.41,Active,Not on Leave,,,99.30833333333334,0.8,MUD10294,koşukhan.türk@beko.com,POS-828,sales representative,2025-04-05,0.7,sales representative,Contingent Worker,Regular,True,45.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-192,EMEA,3395,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-40,,2024-06-29,2024-06-29,2024-06-29,False,2024-06-29,8.6,103,2024-06-29,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2003-02-07,23,UK,Duranhaven,+90 (013) 8272105,PAY-10294,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1455,1635,Turkey,Male,119170,False,0,0,2.0917180013689256,9,120000.0
10317,Cevale Fırat,Sales,Senior Field Sales Representative,36.18,Active,Not on Leave,,,104.74861111111112,3.3,MUD10317,cevale.fırat@beko.com,POS-498,senior field sales representative,2020-12-07,2.5,senior field sales representative,Contractor,Regular,True,,45,50,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-127,EMEA,1863,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,senior field sales representative,JC-8-87,,2020-09-09,2020-09-09,2020-09-09,False,2020-09-09,8.8,43,2020-09-09,,,,,,MUD9999,9999,Regional Sales Manager,Regional Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1980-03-28,46,Türkiye,North Bilkay,859 0 964,PAY-10317,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,575,1256,USA,Female,150838,False,0,0,5.894592744695414,8,144000.0
10367,Sebigül Yorulmaz,Legal,Compliance Manager,65.1,Active,On Leave,Annual Leave,,98.28271604938271,5.3,MUD10367,sebigül.yorulmaz@beko.com,POS-665,compliance manager,2026-06-12,1.0,compliance manager,Employee,Regular,True,45.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Legal Org,ORG-103,EMEA,3842,CC-Legal,Global -> EMEA,Professional,Corporate,Legal,compliance manager,JC-7-33,,2025-08-30,2025-08-30,2025-08-30,False,2025-08-30,5.3,78,2025-08-30,,,,,,MUD9999,9999,Legal Director,Legal Director,Legal Org,manager@beko.com,Turkey,Istanbul,1964-11-17,61,Turkey,Akataychester,(474)769 5090,PAY-10367,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1047,2512,USA,Female,159218,True,4,0,0.9226557152635181,7,162000.0
10377,Canur Hayrioğlu,Sales,Sales Representative,71.07,Active,Not on Leave,,,100.23666666666666,4.7,MUD10377,canur.hayrioğlu@beko.com,POS-733,sales representative,2026-07-30,2.5,sales representative,Employee,Regular,False,45.0,45,50,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-163,EMEA,7953,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-42,,2025-12-10,2025-12-10,2025-12-10,False,2025-12-10,7.1,84,2025-12-10,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1960-11-29,65,USA,Muhipview,551 5 641,PAY-10377,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,741,1914,Turkey,Male,120284,False,0,0,0.6433949349760438,9,120000.0
10386,Fehmiye Akar,Sales,Sales Representative,54.06,Active,On Leave,Annual Leave,,99.47916666666666,0.9,MUD10386,fehmiye.akar@beko.com,POS-594,sales representative,2022-10-13,4.0,sales representative,Contingent Worker,Regular,False,,45,50,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-147,EMEA,7067,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-18,,2022-04-24,2022-04-24,2022-04-24,False,2022-04-24,8.8,70,2022-04-24,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1967-10-12,58,Türkiye,New Teybet,0414-925 3164,PAY-10386,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1374,2065,UK,Female,119375,False,0,0,4.27378507871321,9,120000.0
10402,Barak Yaman,Sales,Sales Representative,64.68,Active,Not on Leave,,,104.98749999999998,4.8,MUD10402,barak.yaman@beko.com,POS-785,sales representative,2021-08-26,4.0,sales representative,Contingent Worker,Regular,False,,45,50,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-153,EMEA,4887,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-70,,2021-08-15,2021-08-15,2021-08-15,False,2021-08-15,7.1,35,2021-08-15,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1974-06-21,52,USA,Öncelland,0886 691 12 23,PAY-10402,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1089,1653,USA,Female,125985,False,0,0,4.963723477070499,9,120000.0
10449,Tarancı Dumanlı,Sales,Sales Representative,35.65,Active,Not on Leave,,,96.80833333333332,1.5,MUD10449,tarancı.dumanlı@beko.com,POS-364,sales representative,2020-06-14,0.3,sales representative,Employee,Regular,False,,45,100,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-162,EMEA,6378,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-63,,2020-03-07,2020-03-07,2020-03-07,False,2020-03-07,7.6,8,2020-03-07,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1973-07-14,53,Türkiye,North Rezinland,+90(429)335-9847x4229,PAY-10449,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,589,1383,Turkey,Male,116170,False,0,0,6.403832991101985,9,120000.0
10568,Çağlar Sezer,Sales,Sales Representative,60.03,Active,On Leave,Annual Leave,,99.47500000000001,5.8,MUD10568,çağlar.sezer@beko.com,POS-108,sales representative,2023-02-16,2.7,sales representative,Employee,Regular,True,45.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-142,EMEA,6437,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-47,,2022-08-13,2022-08-13,2022-08-13,False,2022-08-13,9.6,21,2022-08-13,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1970-11-27,55,Turkey,Port Maşide,+90(781)921-4749x8474,PAY-10568,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,651,1186,USA,Male,119370,False,0,0,3.969883641341547,9,120000.0
10595,Tolonbay Yaman,Production,Maintenance Engineer,41.33,Active,Not on Leave,,,101.60763888888889,3.5,MUD10595,tolonbay.yaman@beko.com,POS-603,maintenance engineer,2027-02-20,3.3,maintenance engineer,Contingent Worker,Regular,True,40.0,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Production Org,ORG-137,EMEA,5847,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance engineer,JC-8-50,,2026-05-05,2026-05-05,2026-05-05,False,2026-05-05,4.1,51,2026-05-05,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1995-09-27,30,Turkey,North Kösemen,+90(276)9473088,PAY-10595,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1310,2309,USA,Male,146315,False,0,0,0.243668720054757,8,144000.0
10630,Uçan Akgündüz,Supply Chain,Customer Service Specialist,28.51,Active,Not on Leave,,,102.71597222222222,0.7,MUD10630,uçan.akgündüz@beko.com,POS-699,customer service specialist,2021-06-22,1.3,customer service specialist,Employee,Regular,False,80.0,45,50,Day,BEKO01,Beko,Gebze,Operations,Supply Chain Org,ORG-107,EMEA,7702,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,customer service specialist,JC-8-95,,2020-09-09,2020-09-09,2020-09-09,False,2020-09-09,8.8,83,2020-09-09,,,,,,MUD9999,9999,Customer Service Manager,Customer Service Manager,Supply Chain Org,manager@beko.com,Turkey,Istanbul,1978-12-21,47,UK,Seventown,0865 383 95 71,PAY-10630,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1085,2247,Turkey,Male,147911,False,0,0,5.894592744695414,8,144000.0
10688,İRfan Sakarya,Supply Chain,Customer Service Manager,26.42,Active,Not on Leave,,,107.36604938271606,1.0,MUD10688,i̇rfan.sakarya@beko.com,POS-645,customer service manager,2026-04-28,3.1,customer service manager,Employee,Regular,True,,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Supply Chain Org,ORG-116,EMEA,9852,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,customer service manager,JC-7-79,,2025-08-19,2025-08-19,2025-08-19,False,2025-08-19,8.9,77,2025-08-19,,,,,,MUD9999,9999,Supply Chain Director,Supply Chain Director,Supply Chain Org,manager@beko.com,Turkey,Istanbul,1991-07-07,35,UK,Hançermouth,+90(712)075-3136x8593,PAY-10688,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1500,1606,UK,Male,173933,True,8,0,0.9527720739219713,7,162000.0
10729,Gülüs Arslan,Sales,Sales Representative,35.89,Active,Not on Leave,,,95.17416666666666,3.5,MUD10729,gülüs.arslan@beko.com,POS-721,sales representative,2025-07-17,3.2,sales representative,Contractor,Regular,False,80.0,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-176,EMEA,7589,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-58,,2025-05-11,2025-05-11,2025-05-11,False,2025-05-11,4.3,82,2025-05-11,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1980-11-10,45,UK,East Akınal,0356 540 30 79,PAY-10729,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1035,1218,Turkey,Male,114209,False,0,0,1.2265571526351813,9,120000.0
10739,Hürdoğan Tarhan,Sales,Sales Representative,58.51,Active,Not on Leave,,,102.01499999999999,3.9,MUD10739,hürdoğan.tarhan@beko.com,POS-472,sales representative,2017-04-30,1.2,sales representative,Contractor,Regular,False,40.0,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-176,EMEA,5656,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-80,,2017-04-30,2017-04-30,2017-04-30,False,2017-04-30,8.0,79,2017-04-30,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2006-10-14,19,Turkey,Lezizechester,+90(416)623-9567x125,PAY-10739,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,622,1772,Turkey,Female,122418,False,0,0,9.256673511293634,9,120000.0
10755,Alaz Şensoy,Sales,Sales Representative,53.97,Active,Not on Leave,,,104.36666666666667,0.8,MUD10755,alaz.şensoy@beko.com,POS-791,sales representative,2025-09-16,2.6,sales representative,Contingent Worker,Regular,False,80.0,45,100,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-199,EMEA,8362,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-94,,2024-10-01,2024-10-01,2024-10-01,False,2024-10-01,4.3,1,2024-10-01,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1964-01-18,62,UK,Şensoystad,+90(868)005-5126x764,PAY-10755,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,657,1048,USA,Male,125240,False,0,0,1.834360027378508,9,120000.0
10775,Şeref Şama,Production,Lean Manager,24.39,Active,Not on Leave,,,103.40123456790123,0.5,MUD10775,şeref.şama@beko.com,POS-307,lean manager,2026-04-10,0.2,lean manager,Contractor,Regular,True,80.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Production Org,ORG-147,EMEA,8652,CC-Production,Global -> EMEA,Professional,Corporate,Production,lean manager,JC-7-12,,2025-05-12,2025-05-12,2025-05-12,False,2025-05-12,2.2,114,2025-05-12,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1982-10-20,43,USA,Akdenizfurt,(094)620 7856,PAY-10775,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1293,1625,Turkey,Female,167510,True,6,0,1.2238193018480492,7,162000.0
10799,Mengüç Dumanlı,Sales,Sales Representative,57.45,Active,On Leave,Annual Leave,,101.57583333333334,4.4,MUD10799,mengüç.dumanlı@beko.com,POS-376,sales representative,2023-03-08,2.4,sales representative,Employee,Regular,False,40.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-115,EMEA,4141,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-37,,2022-08-25,2022-08-25,2022-08-25,False,2022-08-25,1.0,54,2022-08-25,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1983-03-19,43,Türkiye,South Özdal,(028)591 5658,PAY-10799,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,674,1449,Turkey,Female,121891,False,0,0,3.9370294318959616,9,120000.0
10820,Ziyaettin Çorlu,Production,Maintenance Specialist,63.53,Active,On Leave,Annual Leave,,100.47,3.7,MUD10820,ziyaettin.çorlu@beko.com,POS-265,maintenance specialist,2023-07-12,0.3,maintenance specialist,Contractor,Regular,True,45.0,45,100,Day,BEKO01,Beko,Gebze,Operations,Production Org,ORG-130,EMEA,1882,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance specialist,JC-9-65,,2022-09-03,2022-09-03,2022-09-03,False,2022-09-03,7.7,111,2022-09-03,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1995-05-12,31,Türkiye,Meryemeview,+90(038)1803648,PAY-10820,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1128,2343,USA,Male,120564,False,0,0,3.912388774811773,9,120000.0
10828,Kete Ertaş,Sales,Project Sales Specialist,50.6,Active,Not on Leave,,,97.60763888888889,5.2,MUD10828,kete.ertaş@beko.com,POS-760,project sales specialist,2026-06-02,0.2,project sales specialist,Contractor,Regular,True,,45,50,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-194,EMEA,8475,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,project sales specialist,JC-8-38,,2025-11-18,2025-11-18,2025-11-18,False,2025-11-18,4.8,7,2025-11-18,,,,,,MUD9999,9999,Project Sales Manager,Project Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1988-03-07,38,Turkey,Edgübayside,+90(079)640-3157x5859,PAY-10828,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,679,1833,Turkey,Female,140555,False,0,0,0.70362765229295,8,144000.0
10966,Gülçe Akça,Sales,Sales Representative,54.63,Active,Not on Leave,,,96.98666666666666,2.9,MUD10966,gülçe.akça@beko.com,POS-831,sales representative,2024-08-07,5.0,sales representative,Contingent Worker,Regular,False,45.0,45,0,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-110,EMEA,3111,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-46,,2023-10-12,2023-10-12,2023-10-12,False,2023-10-12,9.8,18,2023-10-12,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1969-06-04,57,USA,South Kumral,(753)851 3976,PAY-10966,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1244,1060,Turkey,Male,116384,False,0,0,2.8062970568104038,9,120000.0
10987,Erdogan Çorlu,Production,Manufacturing Excellence & Engineering Head,25.09,Active,On Leave,Annual Leave,,97.28503562945369,1.7,MUD10987,erdogan.çorlu@beko.com,POS-666,manufacturing excellence & engineering head,2017-09-24,0.6,manufacturing excellence & engineering head,Contingent Worker,Regular,False,40.0,45,50,Day,BEKO01,Beko,Çayırova,Operations,Production Org,ORG-138,EMEA,9611,CC-Production,Global -> EMEA,Professional,Corporate,Production,manufacturing excellence & engineering head,JC-6-71,,2017-09-22,2017-09-22,2017-09-22,False,2017-09-22,3.4,38,2017-09-22,,,,,,MUD9999,9999,Plant Director,Plant Director,Production Org,manager@beko.com,Turkey,Istanbul,1982-02-26,44,USA,Korutürkborough,+90 (963) 0527043,PAY-10987,,Monthly,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,587,2072,USA,Female,204785,True,4,0,8.85968514715948,6,210500.0
11012,Feraye Durmuş,Finance,Senior Internal Auditor,44.52,Active,Not on Leave,,,102.3716049382716,1.5,MUD11012,feraye.durmuş@beko.com,POS-961,senior internal auditor,2020-03-02,0.9,senior internal auditor,Contingent Worker,Regular,False,40.0,45,100,Day,BEKO01,Beko,Sütlüce,Operations,Finance Org,ORG-193,EMEA,9578,CC-Finance,Global -> EMEA,Professional,Corporate,Finance,senior internal auditor,JC-7-83,,2019-10-28,2019-10-28,2019-10-28,False,2019-10-28,7.9,94,2019-10-28,,,,,,MUD9999,9999,Internal Audit Manager,Internal Audit Manager,Finance Org,manager@beko.com,Turkey,Istanbul,1960-11-17,65,Turkey,Besinborough,0039-978 3874,PAY-11012,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,849,1811,USA,Female,165842,False,0,0,6.76249144421629,7,162000.0
11051,Üsame Erdoğan,Sales,Sales Representative,57.45,Active,On Leave,Annual Leave,,103.1425,5.7,MUD11051,üsame.erdoğan@beko.com,POS-570,sales representative,2022-09-03,1.8,sales representative,Employee,Regular,True,,45,0,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-140,EMEA,3448,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-43,,2022-07-26,2022-07-26,2022-07-26,False,2022-07-26,7.4,111,2022-07-26,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1993-06-28,33,Türkiye,East Ulutaybury,+90(642)983-9303x953,PAY-11051,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1289,2679,Turkey,Male,123771,False,0,0,4.0191649555099245,9,120000.0
11080,Müferrih Korutürk,Sales,Sales Representative,32.19,Active,Not on Leave,,,97.39416666666668,1.9,MUD11080,müferrih.korutürk@beko.com,POS-376,sales representative,2018-12-24,1.7,sales representative,Employee,Regular,True,80.0,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-167,EMEA,2771,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-31,,2018-02-04,2018-02-04,2018-02-04,False,2018-02-04,1.6,118,2018-02-04,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1982-01-09,44,USA,Erdoğanside,+90(408)943-7481x2681,PAY-11080,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,767,2602,UK,Female,116873,False,0,0,8.490075290896646,9,120000.0
11117,Mansurali Sezgin,Production,Lean Manager,25.38,Active,On Leave,Annual Leave,,110.59506172839507,2.6,MUD11117,mansurali.sezgin@beko.com,POS-820,lean manager,2023-07-03,3.0,lean manager,Employee,Regular,True,45.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Production Org,ORG-170,EMEA,3999,CC-Production,Global -> EMEA,Professional,Corporate,Production,lean manager,JC-7-71,,2023-02-14,2023-02-14,2023-02-14,False,2023-02-14,6.6,112,2023-02-14,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1985-09-11,40,Turkey,North Sevginurberg,03132689374,PAY-11117,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,652,2517,Turkey,Male,179164,True,7,0,3.463381245722108,7,162000.0
11144,Ayşeana Akçay,Sales,Sales Representative,49.77,Active,Not on Leave,,,104.8275,2.3,MUD11144,ayşeana.akçay@beko.com,POS-782,sales representative,2020-09-10,2.9,sales representative,Contractor,Regular,True,,45,100,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-152,EMEA,1752,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-61,,2020-06-15,2020-06-15,2020-06-15,False,2020-06-15,4.9,104,2020-06-15,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1967-02-18,59,UK,Güçlüstad,(957)354 1057,PAY-11144,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,698,2294,UK,Female,125793,False,0,0,6.1300479123887746,9,120000.0
11159,Abdulgazi Bilge,Sales,Sales Representative,57.45,Active,Not on Leave,,,104.43083333333334,4.8,MUD11159,abdulgazi.bilge@beko.com,POS-709,sales representative,2023-02-16,3.3,sales representative,Employee,Regular,True,45.0,45,50,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-164,EMEA,8947,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-64,,2022-11-09,2022-11-09,2022-11-09,False,2022-11-09,8.3,58,2022-11-09,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1979-01-22,47,Turkey,North Nebiha,08373965242,PAY-11159,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,840,2087,Turkey,Female,125317,False,0,0,3.728952772073922,9,120000.0
11181,Hudavent Karadeniz,Sales,Sales Representative,59.64,Active,On Leave,Annual Leave,,97.095,4.4,MUD11181,hudavent.karadeniz@beko.com,POS-925,sales representative,2024-01-23,2.4,sales representative,Contractor,Regular,False,,45,50,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-196,EMEA,7140,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-96,,2023-08-31,2023-08-31,2023-08-31,False,2023-08-31,3.7,92,2023-08-31,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2004-01-05,22,Turkey,Zenginchester,0010-146 0193,PAY-11181,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,665,1487,UK,Female,116514,False,0,0,2.921286789869952,9,120000.0
11200,Cantez Yılmaz,Sales,Sales Representative,32.41,Active,Not on Leave,,,100.65916666666668,1.1,MUD11200,cantez.yılmaz@beko.com,POS-480,sales representative,2020-11-14,1.7,sales representative,Contractor,Regular,True,40.0,45,50,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-183,EMEA,8680,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-41,,2020-09-04,2020-09-04,2020-09-04,False,2020-09-04,0.5,117,2020-09-04,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2004-06-23,22,UK,İnönüfort,+90(168)5253175,PAY-11200,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,679,2138,Turkey,Male,120791,False,0,0,5.908281998631074,9,120000.0
