Employee ID,Full Legal Name,Status,Leave Status,Leave Type,Termination Reason,Compa-Ratio,Last Promotion Years Ago,MUD ID,Email - Work,Position ID,Position,Effective Date for Current Position,Years in Current Position,Business Title,Job Title,Worker Type,Employee\ CW Type,Is International Assignee,Is Manager,Scheduled Weekly Hours,Default Weekly Hours,FTE %,Work Shift,Country,Company Code,Company,Location,Business Unit,Sub-function,Supervisory Organization,Supervisory Org ID,Region,Cost Center - ID,Cost Center - Name,Cost Center Hierarchy,Job Category,Job Family Group,Job Family,Job Profile,Job Code,End Employment Date,Company Service Date,Original Hire Date,Hire Date,Is Rehire,Continuous Service Date,Years - Continuous Service Date,Months - Continuous Service Date,Contract Start Date,Start Date (Remotely),Date of Move,Clawback End Date,Assignment End Date,Mobility Support Type,Manager's MUD ID,Manager's Employee ID,Worker's Manager,Manager's Business Title,Manager's Supervisory Organisation,Manager's Email,Manager's Country,Manager's Location,Date of Birth,Age,Country of Birth,City of Birth,Gender,Home Phones,Payroll ID,Legacy ID,Pay Group,Number of Direct Reports,Levels from Top of Organisation (CEO=2),CEO,CEO Business Title,CET,CET Business Title,CET-1,CET-1 Business Title,CET-2,CET-2 Business Title,CET-3,CET-3 Business Title,CET-4,CET-4 Business Title,CET-5,CET-5 Business Title,CET-6,CET-6 Business Title,Management Levels (Benefit Jobs),Base Salary,Car Allowance,Sports Allowance,Transportation Allowance
10968,rümeysa i̇hsanoğlu,Active,Not on Leave,,,0.96,3.5,MUD10968,rümeysa.i̇hsanoğlu@beko.com,POS-507,customer service specialist,2024-05-30,0.3,customer service specialist,customer service specialist,Contractor,Regular,No,No,45.0,45,100,Day,USA,BEKO01,Beko,Gebze,Supply Chain,Operations,Supply Chain Org,ORG-131,EMEA,4350,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,customer service specialist,JC-8-43,,2023-12-20,2023-12-20,2023-12-20,No,2023-12-20,8.2,113,2023-12-20,,,,,,MUD9999,9999,Customer Service Manager,Customer Service Manager,Supply Chain Org,manager@beko.com,Turkey,Istanbul,1967-11-18,58,USA,Erdoğanland,MALE,+90(978)737-2826x5933,PAY-10968,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,138158,0,609,1269
10969,kanpulat yıldırım,Terminated,Not on Leave,,Personal Reasons,0.98,3.1,MUD10969,kanpulat.yıldırım@beko.com,POS-142,cost accounting manager,2024-05-24,0.2,cost accounting manager,cost accounting manager,Contingent Worker,Regular,No,Yes,45.0,45,0,Day,USA,BEKO01,Beko,Gebze,Finance,Operations,Finance Org,ORG-136,EMEA,2677,CC-Finance,Global -> EMEA,Professional,Corporate,Finance,cost accounting manager,JC-8-88,2025-11-07,2024-03-17,2024-03-17,2024-03-17,No,2024-03-17,4.2,96,2024-03-17,,,,,,MUD9999,9999,Accounting Lead,Accounting Lead,Finance Org,manager@beko.com,Turkey,Istanbul,1989-12-17,36,Türkiye,South Cabirfurt,f,+90(333)0854418,PAY-10969,,Monthly,9,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,140744,0,1120,2161
10970,nili bilgin,Terminated,Not on Leave,,Pay Dissatisfaction,0.61,3.2,MUD10970,nili.bilgin@beko.com,POS-355,legal director,2023-01-11,3.5,legal director,legal director,Contingent Worker,Regular,Yes,Yes,40.0,45,100,Day,USA,BEKO01,Beko,Bolu,Legal,Operations,Legal Org,ORG-153,EMEA,8043,CC-Legal,Global -> EMEA,Professional,Corporate,Legal,legal director,JC-5-16,2025-03-03,2022-07-19,2022-07-19,2022-07-19,No,2022-07-19,1.5,1,2022-07-19,,,,,,MUD9999,9999,General Manager,General Manager,Legal Org,manager@beko.com,Turkey,Istanbul,1971-09-02,54,USA,Lake Akgöl,F,01378802109,PAY-10970,,Monthly,10,5,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,254675,4943,581,2409
10971,canseven yaman,Terminated,Not on Leave,,Lack of Promotion,1.08,3.9,MUD10971,canseven.yaman@beko.com,POS-525,regional field sales manager,2021-11-01,1.9,regional field sales manager,regional field sales manager,Employee,Regular,Yes,Yes,,45,100,Day,USA,BEKO01,Beko,Istanbul,Sales,Operations,Sales Org,ORG-162,EMEA,7769,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,regional field sales manager,JC-8-73,2022-10-20,2021-08-09,2021-08-09,2021-08-09,No,2021-08-09,9.0,81,2021-08-09,,,,,,MUD9999,9999,Regional Field Sales Lead,Regional Field Sales Lead,Sales Org,manager@beko.com,Turkey,Istanbul,1989-08-11,37,UK,Çetinmouth,MALE,+90(365)764-5545x903,PAY-10971,,Monthly,8,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,155331,0,1165,1765
10972,kamar akdeniz,Terminated,Not on Leave,,Health Reasons,0.96,2.0,MUD10972,kamar.akdeniz@beko.com,POS-616,direct materials procurement manager,2021-06-07,1.6,direct materials procurement manager,direct materials procurement manager,Contingent Worker,Regular,No,Yes,80.0,45,50,Day,Türkiye,BEKO01,Beko,Bolu,Procurement,Operations,Procurement Org,ORG-114,EMEA,6420,CC-Procurement,Global -> EMEA,Professional,Corporate,Procurement,direct materials procurement manager,JC-7-99,2021-12-27,2020-06-16,2020-06-16,2020-06-16,No,2020-06-16,2.2,64,2020-06-16,,,,,,MUD9999,9999,Procurement Director,Procurement Director,Procurement Org,manager@beko.com,Turkey,Istanbul,1983-05-01,43,Turkey,Kuddusistad,Kadın,+90 (102) 6939553,PAY-10972,,Monthly,1,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,154733,0,697,1463
10973,annak seven,Terminated,Not on Leave,,Lack of Promotion,0.99,3.7,MUD10973,annak.seven@beko.com,POS-150,sales representative,2024-09-22,3.0,sales representative,sales representative,Employee,Regular,No,No,45.0,45,100,Day,USA,BEKO01,Beko,Çayırova,Sales,Operations,Sales Org,ORG-168,EMEA,3216,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-34,2024-10-12,2024-03-24,2024-03-24,2024-03-24,No,2024-03-24,9.7,46,2024-03-24,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1961-04-22,65,Türkiye,East Seniha,m,+90 (351) 4855070,PAY-10973,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,118421,0,1473,1845
10974,monis korutürk,Terminated,Not on Leave,,Lack of Promotion,0.96,4.9,MUD10974,monis.korutürk@beko.com,POS-356,production planner,2024-02-03,3.3,production planner,production planner,Contractor,Regular,Yes,No,40.0,45,0,Day,UK,BEKO01,Beko,Çayırova,Supply Chain,Operations,Supply Chain Org,ORG-102,EMEA,8080,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,production planner,JC-8-27,2023-10-08,2023-04-19,2023-04-19,2023-04-19,No,2023-04-19,4.6,4,2023-04-19,,,,,,MUD9999,9999,Production Planning Manager,Production Planning Manager,Supply Chain Org,manager@beko.com,Turkey,Istanbul,1970-04-28,56,UK,Yılmazfurt,m,+90(415)144-8762x164,PAY-10974,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,138703,0,567,1362
10975,amre bilge,Active,Not on Leave,,,1.01,2.2,MUD10975,amre.bilge@beko.com,POS-675,sales representative,2022-10-29,2.1,sales representative,sales representative,Contractor,Regular,No,No,45.0,45,100,Day,USA,BEKO01,Beko,Bolu,Sales,Operations,Sales Org,ORG-131,EMEA,5177,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-94,,2022-10-03,2022-10-03,2022-10-03,No,2022-10-03,4.7,109,2022-10-03,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1993-08-08,33,Türkiye,South Zelha,m,+90(302)940-6957x252,PAY-10975,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,121496,0,1408,1505
10976,şuayp gülen,Active,Not on Leave,,,1.0,0.6,MUD10976,şuayp.gülen@beko.com,POS-782,logistics manager,2024-06-28,3.5,logistics manager,logistics manager,Contractor,Regular,Yes,Yes,80.0,45,100,Day,USA,BEKO01,Beko,Sütlüce,Supply Chain,Operations,Supply Chain Org,ORG-104,EMEA,3583,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,logistics manager,JC-8-39,,2024-05-06,2024-05-06,2024-05-06,No,2024-05-06,8.9,36,2024-05-06,,,,,,MUD9999,9999,Supply Chain Director,Supply Chain Director,Supply Chain Org,manager@beko.com,Turkey,Istanbul,1989-10-07,36,Turkey,Ferhanborough,M,+90(712)582-8488x919,PAY-10976,,Monthly,10,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,144464,0,1237,1640
10977,özertem mansız,Terminated,Not on Leave,,Relocation,1.11,4.6,MUD10977,özertem.mansız@beko.com,POS-947,operational excellence manager,2026-01-17,2.4,operational excellence manager,operational excellence manager,Contractor,Regular,Yes,Yes,80.0,45,0,Day,USA,BEKO01,Beko,Bolu,Production,Operations,Production Org,ORG-191,EMEA,5917,CC-Production,Global -> EMEA,Professional,Corporate,Production,operational excellence manager,JC-7-87,2026-05-20,2025-12-22,2025-12-22,2025-12-22,No,2025-12-22,9.1,48,2025-12-22,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1988-01-15,38,Turkey,Burçfurt,Erkek,(991)945 6446,PAY-10977,,Monthly,10,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,179137,0,1037,2313
10978,çalım çetin,Active,Not on Leave,,,1.0,3.0,MUD10978,çalım.çetin@beko.com,POS-357,talent acquisition senior manager,2017-09-14,1.3,talent acquisition senior manager,talent acquisition senior manager,Contingent Worker,Regular,Yes,Yes,80.0,45,0,Day,USA,BEKO01,Beko,Gebze,Human Resources,Operations,Human Resources Org,ORG-198,EMEA,6266,CC-Human Resources,Global -> EMEA,Professional,Corporate,Human Resources,talent acquisition senior manager,JC-6-28,,2016-12-19,2016-12-19,2016-12-19,No,2016-12-19,7.2,1,2016-12-19,,,,,,MUD9999,9999,HR Director,HR Director,Human Resources Org,manager@beko.com,Turkey,Istanbul,1965-10-31,60,Turkey,Port Mihrab,m,+90(041)5242867,PAY-10978,,Monthly,1,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,210943,0,1346,2797
10979,atgun akgündüz,Terminated,Not on Leave,,Lack of Promotion,1.0,5.2,MUD10979,atgun.akgündüz@beko.com,POS-438,sales representative,2026-10-13,1.4,sales representative,sales representative,Contractor,Regular,Yes,No,80.0,45,100,Day,Türkiye,BEKO01,Beko,Gebze,Sales,Operations,Sales Org,ORG-132,EMEA,9088,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-11,2026-07-25,2026-07-17,2026-07-17,2026-07-17,No,2026-07-17,8.7,97,2026-07-17,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1985-06-25,41,Turkey,New Muhiyefort,m,+90(950)146-7093x672,PAY-10979,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,120481,0,1252,1080
10980,işın kısakürek,Active,Not on Leave,,,0.96,1.8,MUD10980,işın.kısakürek@beko.com,POS-876,sales representative,2022-06-23,1.3,sales representative,sales representative,Employee,Regular,No,No,,45,100,Day,Turkey,BEKO01,Beko,Sütlüce,Sales,Operations,Sales Org,ORG-182,EMEA,6631,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-15,,2021-09-29,2021-09-29,2021-09-29,No,2021-09-29,2.5,83,2021-09-29,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1990-11-09,35,UK,New Zemzem,M,+90(041)7707346,PAY-10980,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,114807,0,694,1596
10981,anargül gülen,Active,On Leave,Annual Leave,,0.99,2.2,MUD10981,anargül.gülen@beko.com,POS-143,sales representative,2026-03-23,2.5,sales representative,sales representative,Contingent Worker,Regular,No,No,40.0,45,100,Day,Turkey,BEKO01,Beko,Sütlüce,Sales,Operations,Sales Org,ORG-186,EMEA,5066,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-23,,2025-06-05,2025-06-05,2025-06-05,No,2025-06-05,2.4,10,2025-06-05,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1997-09-21,28,UK,Sakaryabury,MALE,0079-921 6457,PAY-10981,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,118684,0,972,1340
10982,şefi arslan,Terminated,Not on Leave,,Health Reasons,1.1,1.3,MUD10982,şefi.arslan@beko.com,POS-281,customer service manager,2023-08-03,1.4,customer service manager,customer service manager,Contractor,Regular,No,Yes,,45,100,Day,Türkiye,BEKO01,Beko,Istanbul,Supply Chain,Operations,Supply Chain Org,ORG-162,EMEA,6657,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,customer service manager,JC-7-46,2023-12-19,2022-09-18,2022-09-18,2022-09-18,No,2022-09-18,4.7,58,2022-09-18,,,,,,MUD9999,9999,Supply Chain Director,Supply Chain Director,Supply Chain Org,manager@beko.com,Turkey,Istanbul,1963-03-16,63,Turkey,Lake Faize,m,02867851506,PAY-10982,,Monthly,7,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,177880,0,1425,1291
10983,belkize karadeniz,Terminated,Not on Leave,,Retirement,1.02,0.8,MUD10983,belkize.karadeniz@beko.com,POS-500,sales representative,2023-04-27,4.5,sales representative,sales representative,Contractor,Regular,Yes,No,40.0,45,50,Day,UK,BEKO01,Beko,Istanbul,Sales,Operations,Sales Org,ORG-166,EMEA,9324,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-18,2026-04-04,2023-01-17,2023-01-17,2023-01-17,No,2023-01-17,8.7,114,2023-01-17,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1964-12-04,61,UK,Yaşattinmouth,f,+90 (556) 6166894,PAY-10983,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,122202,0,615,1368
10984,minibe akça,Active,Not on Leave,,,1.01,2.7,MUD10984,minibe.akça@beko.com,POS-144,maintenance engineer,2025-08-14,1.9,maintenance engineer,maintenance engineer,Contingent Worker,Regular,No,No,,45,100,Day,Türkiye,BEKO01,Beko,Sütlüce,Production,Operations,Production Org,ORG-172,EMEA,4924,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance engineer,JC-8-63,,2025-07-11,2025-07-11,2025-07-11,No,2025-07-11,1.8,102,2025-07-11,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1986-10-24,39,UK,South Ongay,Female,059 5 516,PAY-10984,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,144880,0,923,1662
10985,aysema yıldırım,Terminated,Not on Leave,,Lack of Promotion,0.97,4.5,MUD10985,aysema.yıldırım@beko.com,POS-173,sales force effectiveness & net revenue management manager,2018-09-06,4.7,sales force effectiveness & net revenue management manager,sales force effectiveness & net revenue management manager,Contractor,Regular,Yes,Yes,40.0,45,50,Day,UK,BEKO01,Beko,Çayırova,Sales Force Effectiveness & Net Revenue Management,Operations,Sales Force Effectiveness & Net Revenue Management Org,ORG-128,EMEA,4392,CC-Sales Force Effectiveness & Net Revenue Management,Global -> EMEA,Professional,Corporate,Sales Force Effectiveness & Net Revenue Management,sales force effectiveness & net revenue management manager,JC-7-85,2019-04-30,2018-05-16,2018-05-16,2018-05-16,No,2018-05-16,5.2,70,2018-05-16,,,,,,MUD9999,9999,Sales Director,Sales Director,Sales Force Effectiveness & Net Revenue Management Org,manager@beko.com,Turkey,Istanbul,1988-12-02,37,USA,İntihapborough,Erkek,0245 182 56 96,PAY-10985,,Monthly,1,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,157233,0,1403,1931
10986,celilay eraslan,Active,Not on Leave,,,0.96,1.2,MUD10986,celilay.eraslan@beko.com,POS-168,senior key account specialist,2020-07-06,4.1,senior key account specialist,senior key account specialist,Contractor,Regular,No,No,80.0,45,50,Day,USA,BEKO01,Beko,Sütlüce,Sales,Operations,Sales Org,ORG-175,EMEA,3107,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,senior key account specialist,JC-7-20,,2019-10-28,2019-10-28,2019-10-28,No,2019-10-28,3.5,70,2019-10-28,,,,,,MUD9999,9999,Key Account Manager,Key Account Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1991-09-19,34,UK,Lake Özay,f,974 8 697,PAY-10986,,Monthly,0,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,154747,0,1235,2501
10987,erdogan çorlu,Active,On Leave,Annual Leave,,0.97,1.7,MUD10987,erdogan.çorlu@beko.com,POS-666,manufacturing excellence & engineering head,2017-09-24,0.6,manufacturing excellence & engineering head,manufacturing excellence & engineering head,Contingent Worker,Regular,No,Yes,40.0,45,50,Day,USA,BEKO01,Beko,Çayırova,Production,Operations,Production Org,ORG-138,EMEA,9611,CC-Production,Global -> EMEA,Professional,Corporate,Production,manufacturing excellence & engineering head,JC-6-71,,2017-09-22,2017-09-22,2017-09-22,No,2017-09-22,3.4,38,2017-09-22,,,,,,MUD9999,9999,Plant Director,Plant Director,Production Org,manager@beko.com,Turkey,Istanbul,1982-02-26,44,USA,Korutürkborough,F,+90 (963) 0527043,PAY-10987,,Monthly,4,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,204785,0,587,2072
10988,ömriye kısakürek,Terminated,Not on Leave,,Personal Reasons,1.06,0.8,MUD10988,ömriye.kısakürek@beko.com,POS-996,production planner,2024-03-14,2.7,production planner,production planner,Contingent Worker,Regular,No,No,80.0,45,0,Day,USA,BEKO01,Beko,Çayırova,Production,Operations,Production Org,ORG-123,EMEA,3956,CC-Production,Global -> EMEA,Professional,Corporate,Production,production planner,JC-8-54,2024-11-29,2023-11-08,2023-11-08,2023-11-08,No,2023-11-08,3.0,51,2023-11-08,,,,,,MUD9999,9999,Production Manager,Production Manager,Production Org,manager@beko.com,Turkey,Istanbul,2007-05-25,19,Türkiye,South Onatberg,Female,00127469017,PAY-10988,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,152056,0,1472,1327
10989,çelikkan durmuş,Terminated,Not on Leave,,Lack of Promotion,1.0,5.8,MUD10989,çelikkan.durmuş@beko.com,POS-210,sales representative,2021-02-02,4.4,sales representative,sales representative,Contingent Worker,Regular,No,No,,45,100,Day,USA,BEKO01,Beko,Gebze,Sales,Operations,Sales Org,ORG-196,EMEA,2482,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-83,2022-10-22,2020-05-22,2020-05-22,2020-05-22,No,2020-05-22,5.4,16,2020-05-22,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1997-06-18,29,UK,Yükselmouth,M,+90(855)3606223,PAY-10989,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,119491,0,1079,2784
10990,seyhan bilge,Active,Not on Leave,,,0.96,0.6,MUD10990,seyhan.bilge@beko.com,POS-112,production manager,2019-01-19,4.8,production manager,production manager,Employee,Regular,Yes,Yes,40.0,45,50,Day,Turkey,BEKO01,Beko,Sütlüce,Production,Operations,Production Org,ORG-152,EMEA,4089,CC-Production,Global -> EMEA,Professional,Corporate,Production,production manager,JC-7-54,,2018-01-31,2018-01-31,2018-01-31,No,2018-01-31,8.0,118,2018-01-31,,,,,,MUD9999,9999,Plant Director,Plant Director,Production Org,manager@beko.com,Turkey,Istanbul,2002-04-16,24,Türkiye,Güçlüborough,Kadın,(775)694 2984,PAY-10990,,Monthly,4,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,155722,0,1287,2458
10991,ağakişi seven,Active,Not on Leave,,,1.01,2.2,MUD10991,ağakişi.seven@beko.com,POS-919,sales representative,2020-07-29,4.8,sales representative,sales representative,Contractor,Regular,No,No,,45,100,Day,Turkey,BEKO01,Beko,Bolu,Sales,Operations,Sales Org,ORG-108,EMEA,1030,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-48,,2019-08-31,2019-08-31,2019-08-31,No,2019-08-31,6.9,89,2019-08-31,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1995-08-20,30,UK,Port Özbilgeton,f,02730324827,PAY-10991,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,121311,0,795,2282
10992,işıkay demir,Terminated,Not on Leave,,Personal Reasons,0.92,5.2,MUD10992,işıkay.demir@beko.com,POS-811,production planner,2026-04-02,2.0,production planner,production planner,Contingent Worker,Regular,No,No,,45,0,Day,UK,BEKO01,Beko,Istanbul,Production,Operations,Production Org,ORG-148,EMEA,4391,CC-Production,Global -> EMEA,Professional,Corporate,Production,production planner,JC-8-51,2025-11-17,2025-07-27,2025-07-27,2025-07-27,No,2025-07-27,2.0,38,2025-07-27,,,,,,MUD9999,9999,Production Manager,Production Manager,Production Org,manager@beko.com,Turkey,Istanbul,2006-09-08,19,Türkiye,Lake İzel,MALE,05611882038,PAY-10992,,Monthly,0,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,132115,0,1137,2567
10993,orgün yılmaz,Terminated,Not on Leave,,Health Reasons,1.03,4.7,MUD10993,orgün.yılmaz@beko.com,POS-963,manufacturing excellence & engineering head,2021-04-26,1.6,manufacturing excellence & engineering head,manufacturing excellence & engineering head,Contingent Worker,Regular,No,Yes,80.0,45,50,Day,UK,BEKO01,Beko,Çayırova,Production,Operations,Production Org,ORG-154,EMEA,6398,CC-Production,Global -> EMEA,Professional,Corporate,Production,manufacturing excellence & engineering head,JC-6-74,2021-03-09,2021-03-03,2021-03-03,2021-03-03,No,2021-03-03,2.6,5,2021-03-03,,,,,,MUD9999,9999,Plant Director,Plant Director,Production Org,manager@beko.com,Turkey,Istanbul,2001-08-24,24,USA,Yamanland,M,+90(531)112-8177x9036,PAY-10993,,Monthly,0,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,216618,0,1326,1011
10994,nevgin akgündüz,Active,Not on Leave,,,1.07,0.9,MUD10994,nevgin.akgündüz@beko.com,POS-534,project sales manager,2022-04-18,3.9,project sales manager,project sales manager,Contingent Worker,Regular,No,Yes,,45,0,Day,USA,BEKO01,Beko,Gebze,Sales,Operations,Sales Org,ORG-149,EMEA,7442,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,project sales manager,JC-6-39,,2021-07-08,2021-07-08,2021-07-08,No,2021-07-08,3.2,35,2021-07-08,,,,,,MUD9999,9999,Project Sales (B2B) Channel Lead,Project Sales (B2B) Channel Lead,Sales Org,manager@beko.com,Turkey,Istanbul,1970-12-30,55,Turkey,Şensoyport,FEMALE,+90(281)326-5984x503,PAY-10994,,Monthly,6,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,224219,0,987,1929
10995,i̇lbek dumanlı,Terminated,Not on Leave,,Career Development,0.98,5.0,MUD10995,i̇lbek.dumanlı@beko.com,POS-800,production specialist,2017-12-06,4.1,production specialist,production specialist,Contractor,Regular,No,No,80.0,45,0,Day,Turkey,BEKO01,Beko,Gebze,Production,Operations,Production Org,ORG-162,EMEA,1806,CC-Production,Global -> EMEA,Professional,Corporate,Production,production specialist,JC-9-32,2019-03-25,2017-05-18,2017-05-18,2017-05-18,No,2017-05-18,1.6,55,2017-05-18,,,,,,MUD9999,9999,Production Manager,Production Manager,Production Org,manager@beko.com,Turkey,Istanbul,1989-05-22,37,UK,Altınışınbury,m,+90(535)313-2452x756,PAY-10995,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,118009,0,1403,2120
10996,sayın mansız,Active,Not on Leave,,,0.98,4.5,MUD10996,sayın.mansız@beko.com,POS-562,sales representative,2022-12-30,2.8,sales representative,sales representative,Contingent Worker,Regular,No,No,45.0,45,0,Day,Turkey,BEKO01,Beko,Istanbul,Sales,Operations,Sales Org,ORG-112,EMEA,6608,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-16,,2022-11-14,2022-11-14,2022-11-14,No,2022-11-14,5.8,69,2022-11-14,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1999-12-14,26,UK,North Zennun,f,878 0 712,PAY-10996,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,117401,0,550,1378
10997,gazel yorulmaz,Terminated,Not on Leave,,Retirement,0.95,1.5,MUD10997,gazel.yorulmaz@beko.com,POS-891,sales representative,2023-10-12,2.3,sales representative,sales representative,Employee,Regular,Yes,No,40.0,45,100,Day,USA,BEKO01,Beko,Sütlüce,Sales,Operations,Sales Org,ORG-150,EMEA,6402,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-29,2025-07-19,2023-02-12,2023-02-12,2023-02-12,No,2023-02-12,2.9,28,2023-02-12,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1962-05-07,64,Turkey,Oluşport,M,+90(918)529-8388x2015,PAY-10997,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,114531,0,1183,2183
10998,necilal hançer,Terminated,Not on Leave,,Retirement,0.96,2.2,MUD10998,necilal.hançer@beko.com,POS-701,sales representative,2020-04-07,0.5,sales representative,sales representative,Employee,Regular,No,No,45.0,45,50,Day,Türkiye,BEKO01,Beko,Bolu,Sales,Operations,Sales Org,ORG-159,EMEA,8237,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-73,2020-09-13,2019-11-23,2019-11-23,2019-11-23,No,2019-11-23,9.8,120,2019-11-23,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1964-10-17,61,USA,Aslanshire,M,+90 (361) 6576528,PAY-10998,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,115784,0,926,1365
10999,güneri tarhan,Active,Not on Leave,,,1.05,4.9,MUD10999,güneri.tarhan@beko.com,POS-270,sales representative,2020-03-10,1.7,sales representative,sales representative,Contractor,Regular,Yes,No,,45,50,Day,Türkiye,BEKO01,Beko,Gebze,Sales,Operations,Sales Org,ORG-117,EMEA,7336,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-23,,2019-06-05,2019-06-05,2019-06-05,No,2019-06-05,0.1,6,2019-06-05,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1992-04-23,34,USA,Sevgenview,FEMALE,+90(294)8494345,PAY-10999,,Monthly,0,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,125466,0,1109,2172
