Employee ID,Status,Leave Status,Leave Type,Termination Reason,Compa-Ratio,Last Promotion Years Ago,MUD ID,Email - Work,Position ID,Position,Effective Date for Current Position,Years in Current Position,Business Title,Worker Type,Employee\ CW Type,Is International Assignee,Scheduled Weekly Hours,Default Weekly Hours,FTE %,Work Shift,Company Code,Company,Location,Sub-function,Supervisory Organization,Supervisory Org ID,Region,Cost Center - ID,Cost Center - Name,Cost Center Hierarchy,Job Category,Job Family Group,Job Family,Job Profile,Job Code,End Employment Date,Company Service Date,Original Hire Date,Hire Date,Is Rehire,Continuous Service Date,Years - Continuous Service Date,Months - Continuous Service Date,Contract Start Date,Start Date (Remotely),Date of Move,Clawback End Date,Assignment End Date,Mobility Support Type,Manager's MUD ID,Manager's Employee ID,Worker's Manager,Manager's Business Title,Manager's Supervisory Organisation,Manager's Email,Manager's Country,Manager's Location,Date of Birth,Age,Country of Birth,City of Birth,Home Phones,Payroll ID,Legacy ID,Pay Group,Levels from Top of Organisation (CEO=2),CEO,CEO Business Title,CET,CET Business Title,CET-1,CET-1 Business Title,CET-2,CET-2 Business Title,CET-3,CET-3 Business Title,CET-4,CET-4 Business Title,CET-5,CET-5 Business Title,CET-6,CET-6 Business Title,Management Levels (Benefit Jobs),Car Allowance,Sports Allowance,Transportation Allowance,Full Legal Name,Business Unit,Job Title,Country,Gender,Base Salary,Is Manager,Number of Direct Reports
13753,Terminated,Not on Leave,,Retirement,1.03,5.6,MUD13753,perinur.akgündüz@beko.com,POS-175,senior brand manager,2021-04-03,1.0,senior brand manager,Contingent Worker,Regular,False,40.0,45,100,Day,BEKO01,Beko,Istanbul,Operations,Marketing Org,ORG-107,EMEA,8768,CC-Marketing,Global -> EMEA,Professional,Corporate,Marketing,senior brand manager,JC-7-50,2021-08-28,2020-11-15,2020-11-15,2020-11-15,False,2020-11-15,9.2,46,2020-11-15,,,,,,MUD9999,9999,Marketing Manager,Marketing Manager,Marketing Org,manager@beko.com,Turkey,Istanbul,1961-12-01,64,Turkey,West Konguralp,(423)653 7558,PAY-13753,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1405,1215,Perinur Akgündüz,Marketing,Senior Brand Manager,Turkey,Male,166622,True,9
13760,Terminated,Not on Leave,,Retirement,1.08,0.6,MUD13760,peren.demirel@beko.com,POS-438,maintenance manager,2025-04-01,2.1,maintenance manager,Contractor,Regular,False,40.0,45,50,Day,BEKO01,Beko,Istanbul,Operations,Production Org,ORG-193,EMEA,3448,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance manager,JC-7-17,2025-12-02,2024-12-25,2024-12-25,2024-12-25,False,2024-12-25,6.8,17,2024-12-25,,,,,,MUD9999,9999,Plant Director,Plant Director,Production Org,manager@beko.com,Turkey,Istanbul,1969-07-16,57,USA,Şamafort,+90(464)8371530,PAY-13760,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1364,2350,Peren Demirel,Production,Maintenance Manager,Turkey,Male,174968,True,9
13799,Active,Not on Leave,,,1.04,5.0,MUD13799,hanedan.duran@beko.com,POS-193,sales representative,2023-10-10,1.1,sales representative,Contractor,Regular,False,,45,100,Day,BEKO01,Beko,Istanbul,Operations,Sales Org,ORG-168,EMEA,7019,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-93,,2023-07-20,2023-07-20,2023-07-20,False,2023-07-20,6.9,1,2023-07-20,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1986-11-28,39,Turkey,Münifview,(345)238 5214,PAY-13799,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,878,2852,Hanedan Duran,Sales,Sales Representative,Turkey,Male,125224,False,0
13808,Active,On Leave,Annual Leave,,1.01,1.6,MUD13808,yankı.arsoy@beko.com,POS-835,maintenance specialist,2019-06-07,2.4,maintenance specialist,Contractor,Regular,True,,45,100,Day,BEKO01,Beko,Istanbul,Operations,Production Org,ORG-187,EMEA,7035,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance specialist,JC-9-50,,2019-01-16,2019-01-16,2019-01-16,False,2019-01-16,2.5,108,2019-01-16,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1999-10-19,26,UK,Yılmazmouth,0338 925 16 91,PAY-13808,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,823,2400,Yankı Arsoy,Production,Maintenance Specialist,Turkey,Female,120951,False,0
13810,Terminated,Not on Leave,,Career Development,1.0,4.9,MUD13810,beray.çorlu@beko.com,POS-884,sales representative,2021-01-26,4.2,sales representative,Employee,Regular,False,45.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-170,EMEA,7301,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-33,2024-09-02,2020-02-22,2020-02-22,2020-02-22,False,2020-02-22,6.6,2,2020-02-22,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1975-11-26,50,Türkiye,Port Dönerton,+90(878)1329911,PAY-13810,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1312,2718,Beray Çorlu,Sales,Sales Representative,Turkey,Male,119983,False,0
13826,Terminated,Not on Leave,,Personal Reasons,1.04,2.7,MUD13826,şehreban.yaman@beko.com,POS-287,sales representative,2025-08-07,1.7,sales representative,Employee,Regular,True,,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-199,EMEA,4536,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-41,2026-06-09,2025-06-25,2025-06-25,2025-06-25,False,2025-06-25,1.3,79,2025-06-25,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1977-05-10,49,USA,Port Aytek,+90 (861) 6264560,PAY-13826,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,671,2060,Şehreban Yaman,Sales,Sales Representative,Turkey,Female,124908,False,0
13848,Active,Not on Leave,,,0.96,2.4,MUD13848,mengüç.durdu@beko.com,POS-550,warehouse supervisor,2024-03-27,3.4,warehouse supervisor,Contingent Worker,Regular,True,80.0,45,100,Day,BEKO01,Beko,Çayırova,Operations,Supply Chain Org,ORG-102,EMEA,6915,CC-Supply Chain,Global -> EMEA,Professional,Corporate,Supply Chain,warehouse supervisor,JC-9-91,,2023-03-29,2023-03-29,2023-03-29,False,2023-03-29,3.6,108,2023-03-29,,,,,,MUD9999,9999,Logistics Manager,Logistics Manager,Supply Chain Org,manager@beko.com,Turkey,Istanbul,1985-11-27,40,Türkiye,Hançerfurt,0956 723 08 55,PAY-13848,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1493,1714,Mengüç Durdu,Supply Chain,Warehouse Supervisor,Turkey,Male,115529,False,0
13863,Active,Not on Leave,,,1.1,5.4,MUD13863,göken.akça@beko.com,POS-992,operational excellence manager,2020-04-27,0.5,operational excellence manager,Contingent Worker,Regular,False,40.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Production Org,ORG-188,EMEA,6564,CC-Production,Global -> EMEA,Professional,Corporate,Production,operational excellence manager,JC-7-86,,2019-05-05,2019-05-05,2019-05-05,False,2019-05-05,4.9,64,2019-05-05,,,,,,MUD9999,9999,Manufacturing Excellence & Engineering Head,Manufacturing Excellence & Engineering Head,Production Org,manager@beko.com,Turkey,Istanbul,1965-07-08,61,UK,Çamurcuoğluview,848 0 852,PAY-13863,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1484,2982,Göken Akça,Production,Operational Excellence Manager,Turkey,Female,177883,True,7
13882,Active,Not on Leave,,,0.99,4.8,MUD13882,i̇zgü.şener@beko.com,POS-488,sales representative,2020-07-23,2.0,sales representative,Contingent Worker,Regular,False,80.0,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-110,EMEA,3190,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-34,,2020-05-15,2020-05-15,2020-05-15,False,2020-05-15,7.3,74,2020-05-15,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1985-06-18,41,Türkiye,Şuaypville,+90 (926) 3393090,PAY-13882,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,604,2519,İZgü Şener,Sales,Sales Representative,Turkey,Female,119286,False,0
13894,Active,On Leave,Annual Leave,,1.01,3.8,MUD13894,münif.ergül@beko.com,POS-149,sales representative,2021-12-16,3.6,sales representative,Employee,Regular,True,45.0,45,100,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-154,EMEA,7682,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-53,,2021-04-17,2021-04-17,2021-04-17,False,2021-04-17,1.1,72,2021-04-17,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1998-01-30,28,USA,South Mutasım,(965)528 9800,PAY-13894,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,659,2923,Münif Ergül,Sales,Sales Representative,Turkey,Male,120977,False,0
13905,Terminated,Not on Leave,,Lack of Promotion,0.98,4.3,MUD13905,yağızkurt.tevetoğlu@beko.com,POS-243,assistant trade marketing specialist,2026-08-18,4.6,assistant trade marketing specialist,Contractor,Regular,True,45.0,45,0,Day,BEKO01,Beko,Istanbul,Operations,Trade Marketing Org,ORG-175,EMEA,2720,CC-Trade Marketing,Global -> EMEA,Professional,Corporate,Trade Marketing,assistant trade marketing specialist,JC-9-51,2025-11-24,2025-10-29,2025-10-29,2025-10-29,False,2025-10-29,8.8,55,2025-10-29,,,,,,MUD9999,9999,Trade Marketing Specialist,Trade Marketing Specialist,Trade Marketing Org,manager@beko.com,Turkey,Istanbul,1973-12-17,52,Türkiye,Lake Öngenborough,0512-858 9130,PAY-13905,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,915,2310,Yağızkurt Tevetoğlu,Trade Marketing,Assistant Trade Marketing Specialist,Turkey,Male,117137,False,0
13914,Active,Not on Leave,,,0.97,3.7,MUD13914,canfeza.karadeniz@beko.com,POS-543,sales representative,2024-01-30,3.4,sales representative,Contractor,Regular,False,45.0,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-164,EMEA,3428,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-89,,2023-07-17,2023-07-17,2023-07-17,False,2023-07-17,5.8,81,2023-07-17,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1961-11-21,64,Türkiye,West Selcen,(909)472 1556,PAY-13914,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1245,2266,Canfeza Karadeniz,Sales,Sales Representative,Turkey,Male,116666,False,0
13932,Active,Not on Leave,,,0.97,5.4,MUD13932,dilcan.arsoy@beko.com,POS-842,sales force effectiveness & net revenue management manager,2021-05-03,2.7,sales force effectiveness & net revenue management manager,Contingent Worker,Regular,False,40.0,45,0,Day,BEKO01,Beko,Çayırova,Operations,Sales Force Effectiveness & Net Revenue Management Org,ORG-122,EMEA,4705,CC-Sales Force Effectiveness & Net Revenue Management,Global -> EMEA,Professional,Corporate,Sales Force Effectiveness & Net Revenue Management,sales force effectiveness & net revenue management manager,JC-7-34,,2020-06-20,2020-06-20,2020-06-20,False,2020-06-20,3.3,75,2020-06-20,,,,,,MUD9999,9999,Sales Director,Sales Director,Sales Force Effectiveness & Net Revenue Management Org,manager@beko.com,Turkey,Istanbul,2002-12-28,23,UK,Binışıkton,+90 (795) 8049566,PAY-13932,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1048,1802,Dilcan Arsoy,Sales Force Effectiveness & Net Revenue Management,Sales Force Effectiveness & Net Revenue Management Manager,Turkey,Male,157750,True,1
13960,Active,On Leave,Annual Leave,,0.95,2.8,MUD13960,veis.akgündüz@beko.com,POS-780,sales representative,2025-01-11,4.2,sales representative,Employee,Regular,True,40.0,45,100,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-130,EMEA,8945,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-39,,2024-05-08,2024-05-08,2024-05-08,False,2024-05-08,6.9,62,2024-05-08,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1966-04-30,60,UK,Port Kutun,+90(291)402-2680x814,PAY-13960,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1158,2212,Veis Akgündüz,Sales,Sales Representative,UK,Female,114099,False,0
13969,Active,Not on Leave,,,1.02,1.9,MUD13969,recepali.çetin@beko.com,POS-636,sales representative,2026-08-06,1.4,sales representative,Contingent Worker,Regular,True,,45,0,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-122,EMEA,8559,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-60,,2026-06-28,2026-06-28,2026-06-28,False,2026-06-28,6.8,16,2026-06-28,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1986-01-29,40,Türkiye,Fuzuliborough,06939091472,PAY-13969,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,550,1537,Recepali Çetin,Sales,Sales Representative,USA,Female,122442,False,0
13974,Active,Not on Leave,,,1.02,5.2,MUD13974,vaysal.demirel@beko.com,POS-706,sales representative,2025-10-04,1.2,sales representative,Contingent Worker,Regular,True,45.0,45,0,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-138,EMEA,5503,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-50,,2024-10-23,2024-10-23,2024-10-23,False,2024-10-23,4.1,51,2024-10-23,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2008-06-08,18,Türkiye,New Necdat,+90 (533) 8960105,PAY-13974,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1423,1173,Vaysal Demirel,Sales,Sales Representative,Turkey,Female,121898,False,0
10013,Terminated,Not on Leave,,Lack of Promotion,0.98,4.6,MUD10013,kitan.sakarya@beko.com,POS-170,trade marketing specialist,2018-04-01,1.3,trade marketing specialist,Contractor,Regular,True,45.0,45,100,Day,BEKO01,Beko,Çayırova,Operations,Trade Marketing Org,ORG-131,EMEA,7054,CC-Trade Marketing,Global -> EMEA,Professional,Corporate,Trade Marketing,trade marketing specialist,JC-8-46,2020-07-18,2017-04-24,2017-04-24,2017-04-24,False,2017-04-24,3.4,61,2017-04-24,,,,,,MUD9999,9999,Trade Marketing Manager,Trade Marketing Manager,Trade Marketing Org,manager@beko.com,Turkey,Istanbul,1970-10-25,55,Turkey,South Hanbiken,0980-841 2411,PAY-10013,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,635,2911,Kitan Sakarya,Trade Marketing,Trade Marketing Specialist,Turkey,Male,140690,False,0
10029,Terminated,Not on Leave,,Lack of Promotion,1.05,5.3,MUD10029,sağıt.akgündüz@beko.com,POS-129,key account manager,2021-05-25,4.9,key account manager,Contingent Worker,Regular,False,,45,100,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-163,EMEA,6325,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,key account manager,JC-8-33,2023-03-03,2021-02-01,2021-02-01,2021-02-01,False,2021-02-01,5.6,7,2021-02-01,,,,,,MUD9999,9999,Key Account Management Head,Key Account Management Head,Sales Org,manager@beko.com,Turkey,Istanbul,1996-08-09,29,UK,Bilirstad,0549-480 8313,PAY-10029,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1124,2368,Sağıt Akgündüz,Sales,Key Account Manager,Turkey,Male,150672,True,10
10055,Active,Not on Leave,,,1.06,3.2,MUD10055,kerime.şama@beko.com,POS-838,quality assurance manager,2023-06-11,1.5,quality assurance manager,Contractor,Regular,True,,45,50,Day,BEKO01,Beko,Çayırova,Operations,Quality Org,ORG-106,EMEA,5712,CC-Quality,Global -> EMEA,Professional,Corporate,Quality,quality assurance manager,JC-7-86,,2023-04-13,2023-04-13,2023-04-13,False,2023-04-13,7.9,67,2023-04-13,,,,,,MUD9999,9999,Quality Head,Quality Head,Quality Org,manager@beko.com,Turkey,Istanbul,1980-04-20,46,USA,Yahşikanville,+90(327)315-8514x9368,PAY-10055,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1388,2875,Kerime Şama,Quality,Quality Assurance Manager,UK,Female,171717,True,5
10060,Terminated,Not on Leave,,Lack of Promotion,1.01,3.7,MUD10060,ünsever.demirel@beko.com,POS-920,maintenance planner,2023-02-23,3.4,maintenance planner,Employee,Regular,False,40.0,45,100,Day,BEKO01,Beko,Sütlüce,Operations,Production Org,ORG-179,EMEA,8538,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance planner,JC-8-98,2024-02-25,2022-12-25,2022-12-25,2022-12-25,False,2022-12-25,5.2,54,2022-12-25,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1974-06-24,52,Türkiye,Cansinchester,+90 (369) 6816453,PAY-10060,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,521,2978,Ünsever Demirel,Production,Maintenance Planner,UK,Female,145272,False,0
10068,Active,Not on Leave,,,0.96,3.7,MUD10068,korugan.sezgin@beko.com,POS-995,sales representative,2023-02-25,1.4,sales representative,Contingent Worker,Regular,True,40.0,45,50,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-147,EMEA,2680,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-76,,2022-08-17,2022-08-17,2022-08-17,False,2022-08-17,4.6,63,2022-08-17,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,2002-06-27,24,UK,West Börteçinburgh,0782-613 7506,PAY-10068,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1156,1984,Korugan Sezgin,Sales,Sales Representative,UK,Male,114854,False,0
10084,Terminated,Not on Leave,,Lack of Promotion,1.05,4.2,MUD10084,özel.zorlu@beko.com,POS-606,maintenance engineer,2021-02-26,0.7,maintenance engineer,Employee,Regular,True,45.0,45,100,Day,BEKO01,Beko,Gebze,Operations,Production Org,ORG-176,EMEA,8710,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance engineer,JC-8-46,2021-06-05,2021-02-25,2021-02-25,2021-02-25,False,2021-02-25,3.9,20,2021-02-25,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1972-02-20,54,Türkiye,Port Doğanşahchester,0456 506 09 83,PAY-10084,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,861,1099,Özel Zorlu,Production,Maintenance Engineer,USA,Male,151115,False,0
10111,Terminated,Not on Leave,,Work-Life Balance / Burnout,1.04,2.7,MUD10111,yasan.durmuş@beko.com,POS-917,regional field sales lead,2026-11-21,2.5,regional field sales lead,Contractor,Regular,False,45.0,45,50,Day,BEKO01,Beko,Gebze,Operations,Sales Org,ORG-131,EMEA,2204,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,regional field sales lead,JC-7-20,2026-05-10,2025-12-28,2025-12-28,2025-12-28,False,2025-12-28,1.9,6,2025-12-28,,,,,,MUD9999,9999,Sales Director,Sales Director,Sales Org,manager@beko.com,Turkey,Istanbul,1981-04-24,45,UK,Gökçebalanfurt,0655 110 47 54,PAY-10111,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,587,2581,Yasan Durmuş,Sales,Regional Field Sales Lead,USA,Female,168908,True,7
10117,Terminated,Not on Leave,,Lack of Promotion,1.04,3.6,MUD10117,mishat.zorlu@beko.com,POS-500,maintenance specialist,2024-10-19,0.6,maintenance specialist,Contingent Worker,Regular,False,,45,50,Day,BEKO01,Beko,Bolu,Operations,Production Org,ORG-159,EMEA,9199,CC-Production,Global -> EMEA,Professional,Corporate,Production,maintenance specialist,JC-9-29,2025-03-06,2024-01-19,2024-01-19,2024-01-19,False,2024-01-19,6.1,5,2024-01-19,,,,,,MUD9999,9999,Maintenance Manager,Maintenance Manager,Production Org,manager@beko.com,Turkey,Istanbul,1987-05-14,39,Türkiye,Aliabbasfort,+90 (461) 1254573,PAY-10117,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1089,1452,Mishat Zorlu,Production,Maintenance Specialist,USA,Male,125266,False,0
10165,Active,Not on Leave,,,1.35,5.4,MUD10165,bilkay.yorulmaz@beko.com,POS-299,it director,2025-05-11,1.0,it director,Employee,Regular,True,40.0,45,0,Day,BEKO01,Beko,Sütlüce,Operations,IT Org,ORG-164,EMEA,2963,CC-IT,Global -> EMEA,Professional,Corporate,IT,it director,JC-5-97,,2025-03-30,2025-03-30,2025-03-30,False,2025-03-30,6.7,100,2025-03-30,,,,,,MUD9999,9999,General Manager,General Manager,IT Org,manager@beko.com,Turkey,Istanbul,1988-08-05,38,Türkiye,Fıratport,022 3 569,PAY-10165,,Monthly,5,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,2583,983,2821,Bilkay Yorulmaz,IT,IT Director,Turkey,Male,566401,True,10
10171,Terminated,Not on Leave,,Lack of Promotion,0.97,4.6,MUD10171,suat.aksu@beko.com,POS-340,regional field sales lead,2017-04-08,4.5,regional field sales lead,Contingent Worker,Regular,True,45.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-100,EMEA,1208,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,regional field sales lead,JC-7-95,2021-08-04,2016-12-21,2016-12-21,2016-12-21,False,2016-12-21,8.4,25,2016-12-21,,,,,,MUD9999,9999,Sales Director,Sales Director,Sales Org,manager@beko.com,Turkey,Istanbul,1984-05-29,42,Turkey,North Maynurfort,0181 143 74 47,PAY-10171,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1204,2911,Suat Aksu,Sales,Regional Field Sales Lead,Turkey,Female,157611,True,2
10191,Active,On Leave,Sick Leave,,1.03,3.6,MUD10191,tagangül.erdoğan@beko.com,POS-438,sales representative,2019-11-23,1.3,sales representative,Contingent Worker,Regular,False,45.0,45,0,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-145,EMEA,3100,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-95,,2019-02-01,2019-02-01,2019-02-01,False,2019-02-01,4.5,90,2019-02-01,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1970-01-22,56,Türkiye,North Serda,+90 (357) 7594929,PAY-10191,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,998,2948,Tagangül Erdoğan,Sales,Sales Representative,Turkey,Male,123512,False,0
10213,Terminated,Not on Leave,,Career Development,0.98,1.4,MUD10213,rahmet.arsoy@beko.com,POS-459,senior field sales representative,2020-08-13,3.3,senior field sales representative,Employee,Regular,True,,45,50,Day,BEKO01,Beko,Sütlüce,Operations,Sales Org,ORG-186,EMEA,4259,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,senior field sales representative,JC-8-83,2022-10-26,2020-03-08,2020-03-08,2020-03-08,False,2020-03-08,5.3,22,2020-03-08,,,,,,MUD9999,9999,Regional Sales Manager,Regional Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1987-05-05,39,Turkey,Port Seracettin,(587)716 9472,PAY-10213,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,852,1040,Rahmet Arsoy,Sales,Senior Field Sales Representative,Turkey,Male,140444,False,0
10217,Active,On Leave,Sick Leave,,1.05,0.5,MUD10217,eröz.akça@beko.com,POS-866,key account management head,2024-05-05,1.9,key account management head,Contingent Worker,Regular,False,45.0,45,100,Day,BEKO01,Beko,Çayırova,Operations,Sales Org,ORG-181,EMEA,8126,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,key account management head,JC-6-77,,2023-07-23,2023-07-23,2023-07-23,False,2023-07-23,2.3,11,2023-07-23,,,,,,MUD9999,9999,Sales Director,Sales Director,Sales Org,manager@beko.com,Turkey,Istanbul,1969-01-29,57,USA,Vargınfort,+90(317)456-4240x0825,PAY-10217,,Monthly,6,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,967,2292,Eröz Akça,Sales,Key Account Management Head,USA,Male,220163,True,10
10275,Active,Not on Leave,,,0.96,5.7,MUD10275,ballı.i̇nönü@beko.com,POS-493,production manager,2024-07-14,3.4,production manager,Contractor,Regular,True,80.0,45,50,Day,BEKO01,Beko,Istanbul,Operations,Production Org,ORG-184,EMEA,4129,CC-Production,Global -> EMEA,Professional,Corporate,Production,production manager,JC-7-48,,2024-03-31,2024-03-31,2024-03-31,False,2024-03-31,3.2,6,2024-03-31,,,,,,MUD9999,9999,Plant Director,Plant Director,Production Org,manager@beko.com,Turkey,Istanbul,1991-09-05,34,Turkey,Akçayville,(717)320 3093,PAY-10275,,Monthly,7,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1067,1080,Ballı İNönü,Production,Production Manager,Turkey,Male,155574,True,5
10277,Active,Not on Leave,,,1.01,4.2,MUD10277,aru.korutürk@beko.com,POS-733,sales representative,2018-05-19,1.4,sales representative,Employee,Regular,True,40.0,45,100,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-105,EMEA,4976,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,sales representative,JC-9-99,,2017-12-30,2017-12-30,2017-12-30,False,2017-12-30,3.3,19,2017-12-30,,,,,,MUD9999,9999,Regional Field Sales Manager,Regional Field Sales Manager,Sales Org,manager@beko.com,Turkey,Istanbul,1991-12-19,34,UK,North Hayret,+90(417)9291117,PAY-10277,,Monthly,9,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,1428,2880,Aru Korutürk,Sales,Sales Representative,UK,Male,121720,False,0
10282,Terminated,Not on Leave,,Lack of Promotion,0.96,4.1,MUD10282,atnan.sakarya@beko.com,POS-627,regional field sales manager,2024-08-18,4.0,regional field sales manager,Contingent Worker,Regular,False,45.0,45,0,Day,BEKO01,Beko,Bolu,Operations,Sales Org,ORG-114,EMEA,2160,CC-Sales,Global -> EMEA,Professional,Corporate,Sales,regional field sales manager,JC-8-40,2024-01-22,2023-12-26,2023-12-26,2023-12-26,False,2023-12-26,1.7,62,2023-12-26,,,,,,MUD9999,9999,Regional Field Sales Lead,Regional Field Sales Lead,Sales Org,manager@beko.com,Turkey,Istanbul,2004-12-22,21,USA,Zenginshire,(635)315 3136,PAY-10282,,Monthly,8,Hakan Bulgurlu,CEO,,,,,,,,,,,,,,,,0,661,2608,Atnan Sakarya,Sales,Regional Field Sales Manager,Turkey,Male,137763,True,1
